carat,table,x,y,z,cut_Ideal,cut_Premium,color_E,color_I,clarity_SI2,clarity_VVS1,price
1.0,62.0,6.32,6.27,3.95,False,True,False,True,False,False,3918.0
0.9,60.0,6.09,6.14,3.83,False,False,False,False,False,False,3919.0
0.9,60.0,6.12,6.08,3.85,False,False,False,False,False,False,3919.0
0.9,58.0,6.11,6.07,3.9,False,False,False,False,False,False,3919.0
0.9,58.0,6.18,6.09,3.82,False,True,False,False,False,False,3919.0
1.0,61.0,6.48,6.44,3.89,False,True,False,False,True,False,3920.0
1.01,59.0,6.4,6.36,4.01,False,True,False,False,False,False,3920.0
0.92,56.0,6.12,5.71,3.92,False,False,False,False,False,False,3920.0
1.0,61.0,6.58,6.55,3.7,False,False,False,True,False,False,3920.0
1.0,64.0,6.27,6.23,3.93,False,False,False,True,False,False,3920.0
1.0,56.0,6.38,6.29,4.01,False,False,False,False,True,False,3920.0
1.0,58.0,6.45,6.41,3.94,False,True,False,False,True,False,3920.0
1.0,59.0,6.42,6.38,3.92,False,True,False,False,True,False,3920.0
1.0,61.0,6.33,6.29,4.0,False,False,False,False,True,False,3920.0
1.0,58.0,6.32,6.28,4.02,False,False,False,True,False,False,3920.0
1.0,64.0,6.63,6.51,3.82,False,False,False,False,False,False,3920.0
1.0,64.0,6.33,6.27,4.01,False,False,False,True,False,False,3920.0
1.0,58.0,6.41,6.38,3.93,False,True,False,False,True,False,3920.0
0.7,63.0,5.78,5.64,3.51,False,False,False,False,False,True,3920.0
1.0,58.0,6.55,6.51,3.83,False,True,False,False,False,False,3920.0
0.51,60.0,4.98,4.9,3.23,False,False,False,False,False,False,3920.0
0.91,60.0,6.25,6.29,3.74,False,True,False,False,False,False,3921.0
0.91,59.0,6.13,6.16,3.88,False,False,False,False,False,False,3921.0
1.03,56.0,6.45,6.5,4.01,True,False,False,False,False,False,3921.0
0.9,63.0,6.16,6.2,3.72,False,False,False,False,False,False,3921.0
0.88,55.0,6.28,6.22,3.79,False,True,False,False,False,False,3921.0
0.74,55.0,5.8,5.83,3.59,True,False,False,False,False,False,3922.0
0.7,57.0,6.45,6.43,4.03,True,False,False,False,False,False,3922.0
0.78,57.0,5.92,5.95,3.65,False,False,False,False,False,False,3923.0
1.01,59.0,6.38,6.32,4.0,False,True,False,False,True,False,3923.0
0.81,56.0,5.99,6.02,3.7,True,False,False,False,False,False,3923.0
1.01,58.0,6.35,6.31,4.03,False,False,False,False,True,False,3923.0
0.7,60.0,6.53,6.51,3.65,False,False,False,False,False,False,3924.0
0.91,57.0,6.1,6.12,3.89,False,False,False,False,False,False,3924.0
0.9,59.0,6.21,6.24,3.76,False,True,True,False,True,False,3924.0
0.85,57.0,6.19,6.22,3.68,True,False,True,False,False,False,3924.0
0.9,59.0,6.18,6.26,3.53,False,False,True,False,True,False,3924.0
1.04,58.6,6.35,6.39,4.03,False,False,False,False,True,False,3924.0
0.91,58.0,6.17,6.1,3.91,False,False,False,False,False,False,3924.0
0.91,58.0,6.09,6.02,3.86,False,False,False,False,False,False,3924.0
1.03,57.0,6.46,6.5,4.03,True,False,False,True,True,False,3925.0
1.18,58.0,6.77,6.7,4.24,False,True,False,True,True,False,3925.0
1.01,57.0,6.4,6.44,4.03,True,False,False,False,False,False,3926.0
1.01,60.0,6.17,6.19,4.06,False,False,False,False,True,False,3926.0
1.02,58.0,6.52,6.56,3.95,False,False,False,True,False,False,3927.0
1.02,56.0,6.47,6.51,4.0,True,False,False,False,True,False,3927.0
1.02,59.0,6.37,6.42,3.99,False,False,False,False,True,False,3927.0
1.02,58.0,6.36,6.42,4.02,False,False,False,True,False,False,3927.0
0.76,56.0,5.86,5.88,3.64,True,False,False,False,False,False,3927.0
1.01,59.0,6.51,6.49,3.86,False,True,True,False,True,False,3928.0
1.03,60.0,6.28,6.35,4.02,False,False,False,False,True,False,3929.0
1.0,62.0,6.47,6.5,3.84,True,False,False,False,False,False,3929.0
0.8,57.0,6.01,6.05,3.67,True,False,True,False,False,False,3930.0
0.9,54.0,6.09,6.03,3.92,False,False,False,False,False,False,3931.0
0.9,60.0,6.32,6.28,3.67,False,True,False,True,False,False,3931.0
0.9,58.0,6.42,6.38,3.7,False,False,False,False,False,False,3931.0
0.9,57.0,6.24,6.17,3.82,True,False,False,False,False,False,3931.0
0.9,66.0,6.3,6.25,3.61,False,False,False,False,False,False,3931.0
1.04,57.0,6.57,6.52,4.0,True,False,False,False,False,False,3931.0
0.9,59.0,6.29,6.17,3.8,False,True,False,False,False,False,3931.0
0.9,56.0,6.2,6.14,3.84,True,False,False,False,False,False,3931.0
1.08,58.0,6.75,6.66,4.01,False,True,False,False,True,False,3931.0
1.2,56.0,6.8,6.7,4.22,True,False,False,True,True,False,3931.0
1.01,59.0,6.28,6.34,4.04,False,False,False,False,True,False,3932.0
0.92,59.0,6.17,6.14,3.84,False,True,False,True,False,True,3932.0
1.06,57.0,6.55,6.6,4.03,True,False,False,False,True,False,3932.0
0.9,58.0,6.14,6.19,3.86,False,True,False,False,False,False,3933.0
0.93,57.8,6.15,6.28,3.87,False,False,False,False,False,False,3933.0
0.83,53.0,6.09,6.07,3.74,True,False,False,False,False,False,3933.0
0.9,65.0,6.14,6.17,3.74,False,False,True,False,False,False,3933.0
0.81,55.0,6.01,5.96,3.68,True,False,False,False,False,False,3933.0
0.7,56.0,5.97,6.02,3.71,True,False,True,False,False,False,3935.0
1.06,55.0,6.54,6.49,4.06,True,False,False,False,True,False,3936.0
0.91,58.0,6.19,6.23,3.81,False,False,False,False,False,False,3936.0
0.91,58.0,6.11,6.14,3.82,False,False,True,False,True,False,3936.0
0.9,62.0,6.19,6.13,3.8,False,True,False,False,False,False,3936.0
0.84,55.0,6.07,6.09,3.77,True,False,False,False,False,False,3936.0
0.92,58.0,6.31,6.36,3.74,False,False,False,False,True,False,3936.0
1.02,57.0,6.46,6.43,4.0,True,False,False,False,False,False,3936.0
0.71,57.0,5.71,5.68,3.52,False,True,True,False,False,True,3936.0
0.73,55.0,5.83,5.86,3.56,True,False,False,False,False,False,3937.0
0.93,61.0,6.39,6.25,3.81,False,True,False,False,False,False,3937.0
0.94,57.0,6.25,6.27,3.92,False,False,False,False,True,False,3938.0
1.02,60.0,6.49,6.57,3.8,False,False,False,False,True,False,3940.0
1.0,60.0,6.63,6.53,3.78,False,False,False,False,True,False,3941.0
1.0,55.0,6.3,6.26,4.02,False,False,False,False,True,False,3941.0
0.93,57.0,6.21,6.25,3.86,True,False,False,False,True,False,3941.0
0.92,57.0,6.26,6.2,3.87,True,False,True,False,True,False,3941.0
0.92,58.0,6.22,6.18,3.85,False,True,True,False,True,False,3941.0
0.92,59.0,6.27,6.18,3.84,False,True,True,False,True,False,3941.0
0.92,53.0,6.25,6.22,3.87,True,False,True,False,True,False,3941.0
0.92,56.0,6.24,6.2,3.87,True,False,True,False,True,False,3941.0
1.12,59.0,6.7,6.74,4.1,False,True,True,False,False,False,3942.0
1.28,61.0,7.11,7.04,4.2,False,True,False,True,False,False,3942.0
1.1,56.0,6.63,6.59,3.53,True,False,True,False,False,False,3942.0
0.91,61.0,6.24,6.16,3.78,False,True,False,False,True,False,3943.0
1.01,58.0,6.45,6.51,3.99,False,True,False,True,False,False,3944.0
0.9,55.0,5.98,5.92,3.93,False,False,False,False,False,False,3945.0
1.01,57.0,6.37,6.43,4.01,True,False,False,False,True,False,3945.0
1.01,63.0,6.32,6.38,3.86,False,False,False,False,True,False,3945.0
1.01,61.0,6.33,6.37,3.97,False,False,False,False,True,False,3945.0
0.9,56.0,6.11,5.71,3.86,False,False,False,False,False,False,3945.0
0.96,58.0,6.3,6.34,3.92,True,False,False,False,True,False,3945.0
0.9,62.0,6.15,6.18,3.86,False,False,False,False,False,False,3945.0
1.03,58.0,6.47,6.41,3.98,False,True,False,False,False,False,3945.0
1.12,57.0,6.8,6.73,4.08,True,False,False,False,False,False,3945.0
0.9,61.0,6.1,6.14,3.85,False,False,False,True,False,False,3946.0
0.93,60.0,6.41,6.48,3.75,False,False,False,True,False,False,3946.0
1.02,59.0,6.23,6.28,3.98,False,False,True,False,True,False,3947.0
0.72,57.0,5.78,5.81,3.54,True,False,True,False,False,False,3947.0
0.74,55.1,5.82,5.85,3.59,False,False,False,False,False,False,3948.0
0.97,56.0,6.34,6.29,3.94,False,True,False,True,False,False,3948.0
0.76,56.0,5.86,5.88,3.64,True,False,False,False,False,False,3948.0
0.9,58.0,6.06,6.09,3.87,False,False,True,False,False,False,3948.0
1.01,62.0,6.38,6.48,3.93,False,False,False,False,True,False,3948.0
0.91,56.0,6.2,6.17,3.86,False,True,False,False,True,False,3949.0
0.7,56.0,5.72,5.71,3.51,True,False,False,False,False,False,3949.0
1.0,56.0,6.23,6.31,4.0,False,False,False,False,True,False,3949.0
0.9,58.0,6.12,6.18,3.88,False,False,False,False,False,False,3950.0
0.9,62.0,6.08,6.11,3.81,False,False,False,False,False,False,3950.0
0.9,60.0,6.1,6.14,3.83,False,False,False,False,False,False,3950.0
0.9,60.0,6.09,6.11,3.86,False,False,False,False,False,False,3950.0
0.9,59.0,6.13,6.17,3.81,False,False,False,False,False,False,3950.0
0.9,57.0,6.16,6.2,3.87,False,False,False,False,False,False,3950.0
0.9,60.0,5.7,6.37,3.65,False,False,False,False,False,False,3950.0
0.9,59.0,6.07,6.12,3.88,False,False,False,False,False,False,3950.0
0.9,60.0,6.16,6.22,3.82,False,False,False,False,False,False,3950.0
0.9,61.0,6.09,6.13,3.86,False,False,False,False,False,False,3950.0
0.9,57.0,6.19,6.21,3.83,True,False,False,False,False,False,3950.0
0.9,60.0,6.23,6.29,3.78,False,False,False,False,False,False,3950.0
0.9,60.0,6.34,6.37,3.66,False,False,False,False,False,False,3950.0
1.14,59.0,6.62,6.74,4.13,False,True,False,False,False,False,3950.0
0.9,58.0,6.05,6.1,3.87,False,False,False,False,False,False,3950.0
0.9,58.0,6.09,6.12,3.87,False,False,False,False,False,False,3950.0
0.9,60.0,6.05,6.11,3.8,False,False,False,False,False,False,3950.0
0.9,55.0,6.14,6.18,3.84,False,False,False,False,False,False,3950.0
0.76,56.0,5.81,5.77,3.69,False,False,False,False,False,False,3950.0
0.9,60.0,6.25,6.22,3.72,False,True,False,False,True,False,3951.0
0.72,60.0,5.74,5.71,3.51,False,True,True,False,False,False,2401.0
1.2,62.0,6.95,6.9,4.13,False,True,False,False,True,False,3951.0
1.12,61.0,6.54,6.5,4.15,False,False,False,False,False,False,3951.0
0.9,59.0,6.27,6.21,3.78,False,True,False,False,True,False,3951.0
1.0,49.0,6.43,6.39,4.1,False,False,False,True,False,False,3951.0
1.05,61.0,6.61,6.55,4.01,False,True,True,False,True,False,3951.0
0.96,56.0,6.29,6.22,3.95,False,False,False,False,True,False,3951.0
0.72,63.0,5.77,5.86,3.44,False,False,False,False,False,False,3952.0
1.13,58.0,6.52,6.58,4.19,False,False,False,False,True,False,3952.0
1.01,59.0,6.56,6.62,3.88,False,False,False,False,False,False,3952.0
0.71,58.0,5.89,5.81,3.44,False,True,False,False,False,True,3952.0
0.8,54.0,5.95,5.99,3.68,True,False,False,False,False,False,3953.0
1.04,57.0,6.48,6.46,4.04,True,False,False,True,True,False,3953.0
0.8,55.0,5.93,6.01,3.66,False,False,False,False,False,False,3954.0
0.9,59.0,6.06,6.13,3.81,False,False,False,False,False,False,3954.0
0.91,57.0,6.17,6.21,3.86,True,False,False,False,False,False,3954.0
0.9,54.0,5.7,6.08,3.92,False,False,False,False,False,False,3954.0
1.16,57.0,6.77,6.83,4.13,True,False,False,False,False,False,3955.0
0.71,57.0,5.76,5.8,3.53,True,False,False,False,False,True,3955.0
1.11,61.0,6.65,6.69,4.08,False,False,False,True,True,False,3956.0
1.03,58.0,6.51,6.41,3.99,False,True,False,False,False,False,3957.0
0.91,58.0,6.21,6.25,3.81,False,True,False,False,True,False,3958.0
1.06,58.0,6.46,6.52,4.06,True,False,False,False,True,False,3958.0
0.9,54.0,6.23,6.18,3.84,True,False,True,False,True,False,3958.0
1.01,61.0,6.33,6.25,3.95,False,True,False,False,True,False,3959.0
1.01,61.0,6.45,6.38,3.89,False,True,False,False,True,False,3959.0
1.01,58.0,6.35,6.32,4.05,False,False,False,False,True,False,3959.0
1.01,58.0,6.39,6.35,3.98,False,True,False,False,True,False,3959.0
1.01,59.0,6.43,6.36,4.01,False,True,False,True,False,False,3959.0
1.01,61.0,6.35,6.33,4.03,False,False,False,False,True,False,3959.0
1.01,55.0,6.35,6.29,4.01,False,False,False,False,True,False,3959.0
1.01,55.0,6.39,6.31,4.04,False,False,False,True,False,False,3959.0
0.97,58.0,6.38,6.42,3.83,False,False,False,False,True,False,3960.0
1.04,56.0,6.56,6.49,4.02,False,True,False,True,True,False,3960.0
0.91,57.0,6.09,6.12,3.88,False,False,False,False,False,False,3961.0
0.75,56.0,5.79,5.84,3.63,True,False,False,False,False,False,3961.0
0.91,61.0,6.14,6.11,3.79,False,True,True,False,False,False,3961.0
1.09,61.0,6.58,6.54,4.06,False,True,False,False,True,False,3961.0
0.88,56.0,6.12,6.16,3.82,True,False,False,False,True,False,3962.0
0.91,56.0,6.11,6.17,3.85,False,False,False,False,False,False,3963.0
0.94,60.0,6.19,6.22,3.85,False,False,True,False,True,False,3963.0
0.91,57.0,6.22,6.13,3.85,False,True,False,False,False,False,3963.0
0.9,55.0,6.14,6.19,3.86,False,False,False,False,False,False,3964.0
0.9,56.0,6.15,6.2,3.87,False,False,False,False,False,False,3964.0
1.21,62.0,6.84,6.69,4.31,False,False,False,True,True,False,3964.0
1.0,61.0,6.02,5.93,4.08,False,False,False,False,False,False,3965.0
1.18,57.0,6.7,6.64,4.22,False,False,False,False,False,False,3965.0
1.18,58.0,6.75,6.62,4.18,False,True,True,False,False,False,3965.0
1.0,60.0,6.22,6.19,3.99,False,False,False,False,True,False,3965.0
1.0,53.0,6.34,6.29,4.06,False,False,False,False,False,False,3965.0
1.0,62.0,6.19,6.08,4.01,False,False,False,False,False,False,3965.0
1.0,56.0,6.38,6.33,4.02,False,False,False,False,True,False,3965.0
1.0,63.0,6.41,6.36,3.88,False,False,False,False,True,False,3965.0
1.0,65.0,6.28,6.22,3.89,False,False,False,False,False,False,3965.0
1.0,56.0,6.27,6.23,4.06,False,False,False,False,True,False,3965.0
0.25,56.0,4.1,4.14,2.47,False,False,True,False,False,True,575.0
0.25,59.0,4.11,4.13,2.48,False,False,True,False,False,True,575.0
0.33,62.0,4.48,4.57,2.71,False,False,False,True,False,False,575.0
0.3,62.0,4.21,4.26,2.63,False,False,True,False,False,False,575.0
0.32,53.0,4.42,4.45,2.76,True,False,False,True,False,True,575.0
0.32,56.0,4.42,4.44,2.72,True,False,False,True,False,True,575.0
0.25,57.0,4.06,4.09,2.48,True,False,False,False,False,True,575.0
0.33,54.0,4.45,4.46,2.77,True,False,False,False,False,False,575.0
0.25,61.0,4.04,4.08,2.49,False,False,True,False,False,True,575.0
0.37,57.0,4.55,4.59,2.91,False,False,False,False,False,False,575.0
0.32,56.0,4.36,4.39,2.71,False,False,False,False,False,False,576.0
0.32,57.0,4.44,4.4,2.68,True,False,False,False,False,False,576.0
0.32,58.0,4.4,4.35,2.73,False,True,True,False,True,False,576.0
0.32,55.0,4.41,4.36,2.72,True,False,True,False,True,False,576.0
0.32,60.0,4.45,4.43,2.65,False,True,True,False,True,False,576.0
0.32,57.0,4.37,4.34,2.73,True,False,True,False,True,False,576.0
0.32,56.0,4.45,4.44,2.68,True,False,False,True,False,False,576.0
0.32,56.0,4.41,4.4,2.71,True,False,False,True,False,False,576.0
0.32,57.0,4.42,4.39,2.74,True,False,False,True,False,False,576.0
0.32,58.0,4.42,4.37,2.75,False,True,False,True,False,False,2401.0
0.32,55.0,4.39,4.38,2.74,True,False,False,True,False,False,576.0
0.32,56.0,4.42,4.38,2.77,True,False,False,True,False,False,576.0
0.32,56.0,4.43,4.38,3.53,True,False,False,True,False,False,576.0
0.32,57.0,4.42,4.39,2.69,False,True,False,True,False,False,576.0
0.32,57.0,4.39,4.35,2.73,True,False,False,True,False,False,576.0
0.32,57.0,4.41,4.36,2.72,True,False,False,True,False,False,576.0
0.32,56.0,4.39,4.37,2.7,True,False,False,True,False,False,576.0
0.32,55.0,4.4,4.37,2.74,True,False,False,True,False,False,576.0
0.32,57.0,4.4,4.37,2.76,True,False,False,True,False,False,576.0
0.32,59.0,4.37,4.35,2.71,False,True,False,True,False,False,576.0
1.0,59.0,6.24,6.21,4.14,False,False,False,False,True,False,3965.0
1.2,57.0,6.84,6.69,3.53,False,True,False,False,True,False,3965.0
0.77,54.0,5.84,5.89,3.67,False,False,False,False,False,True,3966.0
1.01,58.0,6.36,6.39,3.94,False,False,False,False,False,False,3966.0
1.01,61.0,6.27,6.38,3.93,False,False,False,False,True,False,3966.0
1.01,58.0,6.29,6.34,3.98,False,False,False,False,True,False,3966.0
0.82,56.0,6.0,6.02,3.72,True,False,True,False,False,False,2401.0
0.77,59.0,6.0,5.96,3.55,False,True,False,False,False,False,3966.0
0.8,58.0,5.98,5.95,3.68,False,True,True,False,False,False,3967.0
1.13,62.0,6.78,6.83,4.04,False,False,True,False,True,False,3967.0
0.92,58.0,6.16,6.12,3.9,False,False,False,False,False,False,3967.0
0.92,59.0,5.7,6.21,3.85,False,True,False,False,False,False,3967.0
0.9,58.0,6.24,6.19,3.79,True,False,False,False,False,False,3967.0
1.09,61.0,6.64,6.57,4.07,False,True,False,True,False,False,3968.0
0.91,56.0,6.2,6.23,3.82,True,False,True,False,True,False,3968.0
0.91,56.0,6.25,6.29,3.81,True,False,True,False,True,False,3968.0
0.91,59.0,6.13,6.16,3.86,True,False,True,False,True,False,3968.0
0.62,54.0,5.45,5.48,3.4,True,False,False,False,False,True,3968.0
1.09,58.0,6.65,6.58,4.1,False,True,False,True,False,False,3968.0
1.02,62.0,6.42,6.46,3.95,False,False,False,False,True,False,3971.0
1.01,60.0,6.23,6.31,3.98,False,False,False,False,True,False,3971.0
1.01,59.0,6.42,6.39,3.98,False,True,False,True,True,False,3971.0
1.01,57.0,6.59,6.57,3.91,False,True,False,True,True,False,3971.0
0.8,56.0,5.97,6.02,3.68,True,False,True,False,False,False,3972.0
0.8,54.0,5.93,5.99,3.72,True,False,False,False,False,False,3972.0
0.9,61.0,6.05,6.09,3.79,False,False,False,True,False,True,3972.0
1.02,55.0,6.33,6.28,4.07,False,False,False,False,False,False,3972.0
0.91,61.0,6.01,6.06,3.86,False,False,True,False,False,False,3973.0
0.7,59.0,5.69,5.73,3.5,False,False,False,False,False,False,3974.0
1.02,59.0,6.51,6.54,3.89,False,False,False,False,True,False,3974.0
1.03,55.0,6.59,6.53,3.95,False,True,False,False,True,False,3974.0
1.0,58.0,6.29,6.36,3.99,False,False,False,False,True,False,2401.0
0.9,57.0,6.11,6.15,3.81,False,False,False,False,True,False,3975.0
0.9,54.0,6.25,6.29,3.84,False,False,False,False,True,False,3975.0
0.81,57.0,6.0,6.06,3.71,True,False,True,False,False,False,3975.0
1.06,57.0,6.48,6.54,3.53,True,False,False,True,True,False,2401.0
0.96,59.0,6.24,5.71,3.86,False,False,False,False,True,False,3975.0
1.0,66.0,6.44,6.51,3.84,False,False,False,False,True,False,3975.0
0.91,59.0,6.19,6.15,3.84,False,True,False,False,False,False,3975.0
0.91,58.0,6.17,6.14,3.85,False,True,False,False,False,False,3975.0
0.91,58.0,6.18,6.15,3.87,False,True,False,False,False,False,3975.0
0.91,60.0,6.21,6.18,3.83,False,True,False,False,False,False,3975.0
0.9,58.0,6.09,6.16,3.87,False,False,False,False,False,False,3976.0
1.23,58.0,6.72,6.79,4.3,False,False,False,False,False,False,3977.0
0.97,59.0,6.41,6.47,3.84,False,False,False,False,True,False,3977.0
0.9,59.0,6.2,6.1,3.81,False,False,False,False,True,False,3977.0
0.9,57.0,6.01,6.08,3.9,False,False,False,False,False,False,3977.0
1.0,57.0,6.36,6.32,4.04,False,False,False,False,True,False,3977.0
1.0,56.0,6.35,6.31,3.95,False,True,False,False,True,False,3977.0
1.06,57.0,6.61,6.59,4.0,True,False,True,False,True,False,3977.0
1.11,58.0,6.63,6.61,4.1,False,True,False,True,False,False,3978.0
0.82,53.0,6.02,6.05,3.73,True,False,True,False,False,False,3979.0
0.91,62.0,6.11,6.21,3.86,False,False,False,False,False,False,3979.0
1.02,56.0,6.42,6.38,4.02,False,False,False,True,True,False,3980.0
0.77,55.0,5.88,5.91,3.63,True,False,False,False,False,False,3980.0
0.73,55.0,5.79,5.82,3.57,True,False,False,False,False,False,3980.0
1.08,58.0,6.46,6.44,4.15,False,False,False,False,False,False,3980.0
1.08,54.0,6.47,6.44,4.2,False,False,False,False,False,False,3980.0
0.81,55.0,5.9,5.94,3.76,False,False,False,False,False,False,3981.0
1.01,59.0,6.49,6.41,3.91,False,True,False,False,True,False,3981.0
1.01,59.0,6.57,6.61,3.89,True,False,False,False,True,False,3982.0
1.02,55.0,6.43,6.46,3.53,True,False,False,True,False,False,3983.0
1.02,62.0,6.49,6.54,3.98,False,False,False,False,True,False,3984.0
0.83,57.2,6.02,6.11,3.72,False,False,False,False,False,False,3984.0
0.9,60.0,6.14,6.07,3.8,False,True,False,False,False,False,3984.0
1.21,59.0,6.74,6.64,4.32,False,False,False,False,True,False,3984.0
0.95,58.0,6.26,6.21,3.92,False,True,False,False,False,False,3984.0
0.93,57.0,6.25,6.19,3.91,False,True,True,False,True,False,3984.0
1.04,55.0,6.49,6.44,3.96,True,False,False,False,False,False,3984.0
1.17,58.0,6.76,6.72,4.19,False,True,False,False,False,False,3984.0
1.21,58.0,6.93,6.88,4.19,False,True,False,False,True,False,3984.0
0.93,54.0,6.29,6.33,3.89,True,False,False,False,False,False,3985.0
1.39,57.0,7.15,7.1,4.46,False,True,False,True,False,False,3985.0
0.91,56.0,6.24,6.22,3.84,True,False,False,False,True,False,3985.0
0.92,60.0,6.19,6.26,3.89,False,False,False,False,False,False,3986.0
0.91,59.0,6.26,6.34,3.81,False,False,True,False,True,False,3986.0
1.13,63.0,6.85,6.82,4.04,False,False,False,True,True,False,3987.0
1.13,59.0,6.68,6.62,4.15,False,True,False,False,True,False,3987.0
1.13,59.0,6.67,6.61,4.13,False,True,False,True,True,False,3987.0
1.02,56.0,6.45,6.4,3.99,True,False,False,False,False,False,3987.0
0.93,56.0,6.19,6.27,3.91,True,False,False,False,False,False,3988.0
0.9,58.0,6.16,6.2,3.84,False,True,False,False,False,False,3989.0
